Employee ID,Email Address,Name,First Name,Last Name,Job Level,Job Title,Is Manager,Office Location,Start Date,Gender,Department,Manager Employee ID,
960,caylee.harmon@intervieworg.com,Caylee V. Harmon,Caylee,Harmon,2,Sales / Germany Manager-ⅠⅠ,TRUE,Mountain View,10/3/17,female,Sales / Germany,1880,
2457,amber.browning@intervieworg.com,Amber C. Browning,Amber,Browning,5,Senior Account Manager,FALSE,Paris,6/5/12,female,Sales / Mexico,2992,
3406,pedro.oconnell@intervieworg.com,Pedro G. Oconnell,Pedro,Oconnell,7,Industrial Architecture Manager-ⅤⅠⅠ,TRUE,Paris,11/27/08,male,Industrial Architecture,1572,
272,chloe.bradley@intervieworg.com,Chloe J. Bradley,Chloe,Bradley,5,Residential Architecture Manager-Ⅴ,TRUE,Paris,8/18/09,female,Residential Architecture,1355,
2580,jaylee.sanders@intervieworg.com,Jaylee K. Sanders,Jaylee,Sanders,7,Residential Architecture Manager-ⅤⅠⅠ,TRUE,Paris,10/8/04,female,Residential Architecture,385,
1398,isabela.mcdonald@intervieworg.com,Isabela W. Mcdonald,Isabela,Mcdonald,7,Sales / Egypt Manager-ⅤⅠⅠ,TRUE,Paris,10/22/04,female,Sales / Egypt,2611,
1328,otis.cobb@intervieworg.com,Otis H. Cobb,Otis,Cobb,3,Sales / China Manager-ⅠⅠⅠ,TRUE,Paris,8/11/16,male,Sales / China,824,
1347,aarav.shepherd@intervieworg.com,Aarav N. Shepherd,Aarav,Shepherd,6,Staff Account Manager,FALSE,Paris,7/2/16,male,Sales / Libya,357,
1018,raelynn.mason@intervieworg.com,Raelynn O. Mason,Raelynn,Mason,6,Industrial Architecture Manager-ⅤⅠ,TRUE,Paris,1/9/07,,Industrial Architecture,3991,
1272,thomas.hanson@intervieworg.com,Thomas U. Hanson,Thomas,Hanson,7,Sales / Russia Manager-ⅤⅠⅠ,TRUE,Mountain View,9/6/12,,Sales / Russia,1256,
3563,marianna.jordan@intervieworg.com,Marianna K. Jordan,Marianna,Jordan,6,Staff Compliance Officer,FALSE,Paris,7/11/13,female,Building Safety,1453,
3993,wilson.glover@intervieworg.com,Wilson Y. Glover,Wilson,Glover,3,Sales / US Manager-ⅠⅠⅠ,TRUE,Paris,1/30/15,male,Sales / US,324,
3234,jeremiah.brandt@intervieworg.com,Jeremiah R. Brandt,Jeremiah,Brandt,5,Senior Compliance Officer,FALSE,Paris,4/5/17,,Building Safety,1592,
1645,abram.sherman@intervieworg.com,Abram H. Sherman,Abram,Sherman,6,Sales / Lugash Manager-ⅤⅠ,TRUE,Paris,11/15/16,,Sales / Lugash,1523,
1409,alina.benitez@intervieworg.com,Alina X. Benitez,Alina,Benitez,1,Residential Architecture Manager-Ⅰ,TRUE,Paris,2/2/17,female,Residential Architecture,676,
290,tara.valdez@intervieworg.com,Tara W. Valdez,Tara,Valdez,6,Sales / Belgium Manager-ⅤⅠ,TRUE,Paris,6/30/16,female,Sales / Belgium,508,
563,giovani.pittman@intervieworg.com,Giovani P. Pittman,Giovani,Pittman,5,Senior Architect,FALSE,Beijing,5/26/08,male,Commercial Architecture,2404,
606,isabella.cuevas@intervieworg.com,Isabella L. Cuevas,Isabella,Cuevas,1,Industrial Architecture Manager-Ⅰ,TRUE,New York,9/15/17,,Industrial Architecture,2252,
1752,demetrius.kaiser@intervieworg.com,Demetrius U. Kaiser,Demetrius,Kaiser,2,Sales / Egypt Manager-ⅠⅠ,TRUE,Paris,7/11/15,,Sales / Egypt,512,
1043,otis.moore@intervieworg.com,Otis B. Moore,Otis,Moore,2,Sales / Russia Manager-ⅠⅠ,TRUE,Mountain View,11/3/14,,Sales / Russia,3798,
571,rene.morrison@intervieworg.com,Rene T. Morrison,Rene,Morrison,5,Building Safety Manager-Ⅴ,TRUE,Paris,5/1/10,,Building Safety,3508,
3195,meredith.cline@intervieworg.com,Meredith W. Cline,Meredith,Cline,6,Sales / Russia Manager-ⅤⅠ,TRUE,Mountain View,8/14/07,female,Sales / Russia,561,
1583,jeffrey.bernard@intervieworg.com,Jeffrey A. Bernard,Jeffrey,Bernard,5,Senior Account Manager,TRUE,Mountain View,7/16/11,male,Sales / Germany,2416,
2471,cara.barajas@intervieworg.com,Cara X. Barajas,Cara,Barajas,5,Senior Compliance Officer,FALSE,Paris,4/4/08,female,Public Policy,198,
632,maliah.vargas@intervieworg.com,Maliah E. Vargas,Maliah,Vargas,6,Staff Account Manager,FALSE,Mountain View,1/7/17,female,Sales / Russia,3195,
143,aiyana.larson@intervieworg.com,Aiyana X. Larson,Aiyana,Larson,6,Staff Compliance Officer,FALSE,Paris,4/26/10,,Public Policy,2213,
1620,kane.flores@intervieworg.com,Kane Q. Flores,Kane,Flores,6,Building Safety Manager-ⅤⅠ,TRUE,Paris,5/2/13,male,Building Safety,3009,
3776,macy.potts@intervieworg.com,Macy O. Potts,Macy,Potts,2,Architect-ⅠⅠ,FALSE,Paris,3/4/17,,Industrial Architecture,1907,
1336,boston.lloyd@intervieworg.com,Boston V. Lloyd,Boston,Lloyd,6,Staff Account Manager,FALSE,Paris,5/22/16,male,Sales / Lugash,1356,
2239,heavenly.gould@intervieworg.com,Heavenly K. Gould,Heavenly,Gould,7,Residential Architecture Manager-ⅤⅠⅠ,TRUE,Paris,12/6/08,,Residential Architecture,1507,
1530,jordyn.romero@intervieworg.com,Jordyn Y. Romero,Jordyn,Romero,1,Sales / China Manager-Ⅰ,TRUE,Paris,7/11/17,,Sales / China,3.21E+03,
3529,kalani.jenkins@intervieworg.com,Kalani H. Jenkins,Kalani,Jenkins,5,Sales / Lugash Manager-Ⅴ,TRUE,Paris,7/18/14,,Sales / Lugash,1069,
3310,willow.hatfield@intervieworg.com,Willow J. Hatfield,Willow,Hatfield,6,Industrial Architecture Manager-ⅤⅠ,TRUE,Paris,9/14/13,female,Industrial Architecture,620,
1509,robin.odom@intervieworg.com,Robin Y. Odom,Robin,Odom,2,Sales / Libya Manager-ⅠⅠ,TRUE,Paris,11/14/14,,Sales / Libya,1062,
817,river.lambert@intervieworg.com,River E. Lambert,River,Lambert,5,Sales / Libya Manager-Ⅴ,TRUE,Paris,8/8/08,female,Sales / Libya,2172,
1976,adrianna.mahoney@intervieworg.com,Adrianna D. Mahoney,Adrianna,Mahoney,3,Residential Architecture Manager-ⅠⅠⅠ,TRUE,Paris,8/26/13,,Residential Architecture,2580,
1745,corinne.santos@intervieworg.com,Corinne V. Santos,Corinne,Santos,2,Architect-ⅠⅠ,FALSE,Paris,7/4/15,female,Residential Architecture,554,
1600,brendan.york@intervieworg.com,Brendan E. York,Brendan,York,6,Staff Compliance Officer,FALSE,Paris,1/27/16,male,Building Safety,3009,
559,paul.lindsey@intervieworg.com,Paul A. Lindsey,Paul,Lindsey,2,Public Policy Manager-ⅠⅠ,TRUE,Paris,4/9/16,male,Public Policy,364,
1740,brennan.ramsey@intervieworg.com,Brennan F. Ramsey,Brennan,Ramsey,3,Residential Architecture Manager-ⅠⅠⅠ,TRUE,Paris,6/24/17,male,Residential Architecture,3952,
2850,sara.le@intervieworg.com,Sara K. Le,Sara,Le,3,Industrial Architecture Manager-ⅠⅠⅠ,TRUE,Paris,7/15/12,female,Industrial Architecture,949,
2116,lucille.watson@intervieworg.com,Lucille X. Watson,Lucille,Watson,6,Staff Account Manager,FALSE,Paris,1/9/10,female,Sales / Elbonia,1007,
472,arden.cooley@intervieworg.com,Arden I. Cooley,Arden,Cooley,2,Sales / Saudi Arabia Manager-ⅠⅠ,TRUE,Paris,7/8/15,female,Sales / Saudi Arabia,1368,
2159,keagan.curtis@intervieworg.com,Keagan O. Curtis,Keagan,Curtis,5,Senior Account Manager,FALSE,Paris,7/27/11,male,Sales / Kazakhstan,3898,
3991,diana.wu@intervieworg.com,Diana M. Wu,Diana,Wu,8,Industrial Architecture Director,TRUE,Paris,11/7/05,,Industrial Architecture,3718,
3929,adonis.henry@intervieworg.com,Adonis M. Henry,Adonis,Henry,2,Industrial Architecture Manager-ⅠⅠ,TRUE,New York,1/8/18,male,Industrial Architecture,3223,
1165,faye.bradshaw@intervieworg.com,Faye T. Bradshaw,Faye,Bradshaw,5,Sales / UK Manager-Ⅴ,TRUE,Paris,4/21/14,female,Sales / UK,1039,
2767,quentin.gonzalez@intervieworg.com,Quentin Z. Gonzalez,Quentin,Gonzalez,2,Sales / Russia Manager-ⅠⅠ,TRUE,Mountain View,4/18/14,male,Sales / Russia,2979,
1719,marleigh.kelly@intervieworg.com,Marleigh M. Kelly,Marleigh,Kelly,2,Building Safety Manager-ⅠⅠ,TRUE,Paris,8/28/15,female,Building Safety,2754,
3901,maliyah.benson@intervieworg.com,Maliyah U. Benson,Maliyah,Benson,2,Architect-ⅠⅠ,FALSE,Paris,8/7/16,,Residential Architecture,1777,
3106,luna.gregory@intervieworg.com,Luna S. Gregory,Luna,Gregory,5,Sales / US Manager-Ⅴ,TRUE,Paris,10/1/09,female,Sales / US,3385,
2418,darius.abbott@intervieworg.com,Darius K. Abbott,Darius,Abbott,3,Industrial Architecture Manager-ⅠⅠⅠ,TRUE,Paris,6/3/14,male,Industrial Architecture,3913,
780,nixon.ortega@intervieworg.com,Nixon I. Ortega,Nixon,Ortega,5,Sales / Belgium Manager-Ⅴ,TRUE,Paris,10/17/11,,Sales / Belgium,508,
3060,brianna.cochran@intervieworg.com,Brianna C. Cochran,Brianna,Cochran,2,Sales / Mexico Manager-ⅠⅠ,TRUE,Paris,7/8/14,female,Sales / Mexico,3524,
2338,jamison.landry@intervieworg.com,Jamison K. Landry,Jamison,Landry,6,Staff Account Manager,FALSE,Paris,,male,Sales / US,2223,
696,ishaan.mcgee@intervieworg.com,Ishaan J. Mcgee,Ishaan,Mcgee,3,Compliance Officer-ⅠⅠⅠ,FALSE,Paris,2/20/17,,Public Policy,969,
791,marshall.hanna@intervieworg.com,Marshall M. Hanna,Marshall,Hanna,3,Sales / Lugash Manager-ⅠⅠⅠ,TRUE,Paris,9/23/15,male,Sales / Lugash,484,
1286,taylor.berry@intervieworg.com,Taylor D. Berry,Taylor,Berry,6,Staff Account Manager,FALSE,Paris,10/15/16,female,Sales / Canada,1797,
719,esteban.manning@intervieworg.com,Esteban J. Manning,Esteban,Manning,2,Account Manager-ⅠⅠ,FALSE,Paris,2/9/15,male,Sales / Uzbekistan,2869,
2997,fiona.chase@intervieworg.com,Fiona K. Chase,Fiona,Chase,5,Senior Architect,FALSE,Paris,9/7/16,,Residential Architecture,570,
701,ronin.french@intervieworg.com,Ronin W. French,Ronin,French,5,Senior Architect,FALSE,Paris,6/2/13,,Residential Architecture,120,
1547,kolton.shelton@intervieworg.com,Kolton W. Shelton,Kolton,Shelton,2,Architect-ⅠⅠ,FALSE,Paris,10/6/17,male,Residential Architecture,1139,
3768,helen.cordova@intervieworg.com,Helen M. Cordova,Helen,Cordova,3,Account Manager-ⅠⅠⅠ,TRUE,Paris,2012-04-22,female,Sales / Mexico,1372,
748,ariadne.chan@intervieworg.com,Ariadne V. Chan,Ariadne,Chan,2,Commercial Architecture Manager-ⅠⅠ,TRUE,Beijing,3/16/17,,Commercial Architecture,1608,
1577,adonis.frank@intervieworg.com,Adonis Z. Frank,Adonis,Frank,6,Staff Account Manager,FALSE,Paris,7/31/14,male,Sales / UK,1407,
3043,lara.stephens@intervieworg.com,Lara S. Stephens,Lara,Stephens,2,Architect-ⅠⅠ,FALSE,Paris,11/26/15,female,Residential Architecture,603,
3899,ali.dudley@intervieworg.com,Ali U. Dudley,Ali,Dudley,6,Staff Account Manager,FALSE,Paris,10/21/07,male,Sales / Lugash,2893,
339,william.lam@intervieworg.com,William U. Lam,William,Lam,8,Building Safety Director,TRUE,Paris,8/18/02,,Building Safety,1828,
3502,alani.landry@intervieworg.com,Alani Q. Landry,Alani,Landry,5,Senior Compliance Officer,FALSE,Paris,3/29/11,,Public Policy,2958,
400,tinley.finley@intervieworg.com,Tinley V. Finley,Tinley,Finley,6,Public Policy Manager-ⅤⅠ,TRUE,Paris,4/19/08,female,Public Policy,2985,
3387,kendra.townsend@intervieworg.com,Kendra W. Townsend,Kendra,Townsend,5,Sales / US Manager-Ⅴ,TRUE,Paris,9/26/12,female,Sales / US,2223,
3308,blair.nixon@intervieworg.com,Blair C. Nixon,Blair,Nixon,4,Sales / Canada Manager-IV,TRUE,Paris,9/29/14,,Sales / Canada,3112,
1980,karla.lambert@intervieworg.com,Karla F. Lambert,Karla,Lambert,3,Sales / China Manager-ⅠⅠⅠ,TRUE,Paris,5/31/15,female,Sales / China,3671,
782,greyson.skinner@intervieworg.com,Greyson U. Skinner,Greyson,Skinner,1,Sales / US Manager-Ⅰ,TRUE,Paris,4/20/16,male,Sales / US,542,
1962,jordan.bradshaw@intervieworg.com,Jordan L. Bradshaw,Jordan,Bradshaw,7,Public Policy Manager-ⅤⅠⅠ,TRUE,Paris,6/20/07,male,Public Policy,2506,
2691,antoine.cain@intervieworg.com,Antoine Z. Cain,Antoine,Cain,6,Public Policy Manager-ⅤⅠ,TRUE,Paris,9/10/11,male,Public Policy,2150,
2935,eric.mays@intervieworg.com,Eric H. Mays,Eric,Mays,6,Public Policy Manager-ⅤⅠ,TRUE,Paris,2/11/15,,Public Policy,2506,
3720,madilynn.wu@intervieworg.com,Madilynn R. Wu,Madilynn,Wu,3,Residential Architecture Manager-ⅠⅠⅠ,TRUE,Paris,12/31/14,female,Residential Architecture,1355,
3725,davin.haas@intervieworg.com,Davin J. Haas,Davin,Haas,7,Public Policy Manager-ⅤⅠⅠ,TRUE,Paris,6/30/15,,Public Policy,544,
1636,marleigh.kramer@intervieworg.com,Marleigh G. Kramer,Marleigh,Kramer,7,Commercial Architecture Manager-ⅤⅠⅠ,TRUE,Paris,4/25/08,female,Commercial Architecture,482,
3412,deborah.alvarez@intervieworg.com,Deborah Z. Alvarez,Deborah,Alvarez,2,Residential Architecture Manager-ⅠⅠ,TRUE,Paris,5/19/17,female,Residential Architecture,2721,
1146,kade.mcclure@intervieworg.com,Kade E. Mcclure,Kade,Mcclure,5,Senior Account Manager,FALSE,Paris,11/11/17,male,Sales / Libya,2509,
1039,heather.doyle@intervieworg.com,Heather E. Doyle,Heather,Doyle,8,Sales / UK Director,TRUE,Paris,5/16/08,,Sales / UK,3497,
1641,judith.parks@intervieworg.com,Judith E. Parks,Judith,Parks,1,Architect-Ⅰ,FALSE,Paris,2/18/18,female,Residential Architecture,577,
1660,kailey.figueroa@intervieworg.com,Kailey R. Figueroa,Kailey,Figueroa,8,Residential Architecture Director,TRUE,Paris,7/20/07,female,Residential Architecture,385,
3472,adaline.kaiser@intervieworg.com,Adaline B. Kaiser,Adaline,Kaiser,5,Senior Compliance Officer,FALSE,Paris,10/8/15,female,Building Safety,690,
2709,korbin.payne@intervieworg.com,Korbin T. Payne,Korbin,Payne,2,Architect-ⅠⅠ,FALSE,Beijing,8/7/15,,Commercial Architecture,1036,
2514,emerson.scott@intervieworg.com,Emerson S. Scott,Emerson,Scott,6,Staff Account Manager,FALSE,Paris,8/13/08,female,Sales / Libya,293,
2998,stefan.nicholson@intervieworg.com,Stefan J. Nicholson,Stefan,Nicholson,3,Sales / Canada Manager-ⅠⅠⅠ,TRUE,Paris,10/24/12,,Sales / Canada,3172,
3473,mekhi.lucas@intervieworg.com,Mekhi Z. Lucas,Mekhi,Lucas,5,Sales / Canada Manager-Ⅴ,TRUE,Paris,2015-10-22,male,Sales / Canada,3332,
849,autumn.li@intervieworg.com,Autumn T. Li,Autumn,Li,6,Staff Architect,TRUE,Paris,6/15/09,female,Residential Architecture,1660,
2473,alfred.barrett@intervieworg.com,Alfred A. Barrett,Alfred,Barrett,2,Industrial Architecture Manager-ⅠⅠ,TRUE,Paris,7/7/17,,Industrial Architecture,832,
3966,simon.mcclure@intervieworg.com,Simon H. Mcclure,Simon,Mcclure,1,Compliance Officer-Ⅰ,FALSE,Paris,4/23/16,male,Building Safety,3047,
898,katherine.solomon@intervieworg.com,Katherine S. Solomon,Katherine,Solomon,2,Architect-ⅠⅠ,FALSE,Paris,9/13/17,female,Residential Architecture,3804,
2256,alijah.bowen@intervieworg.com,Alijah X. Bowen,Alijah,Bowen,3,Sales / Egypt Manager-ⅠⅠⅠ,TRUE,Paris,3/11/17,male,Sales / Egypt,1398,
1485,melina.holloway@intervieworg.com,Melina U. Holloway,Melina,Holloway,6,Sales / Elbonia Manager-ⅤⅠ,TRUE,Paris,6/28/08,,Sales / Elbonia,1007,
1799,taliyah.perry@intervieworg.com,Taliyah Q. Perry,Taliyah,Perry,1,Industrial Architecture Manager-Ⅰ,TRUE,New York,12/28/16,female,Industrial Architecture,3996,
2652,khalil.klein@intervieworg.com,Khalil S. Klein,Khalil,Klein,5,Senior Account Manager,FALSE,Paris,12/5/15,male,Sales / Elbonia,162,
2987,kylee.lyons@intervieworg.com,Kylee H. Lyons,Kylee,Lyons,2,Compliance Officer-ⅠⅠ,FALSE,Paris,2/7/16,,Building Safety,3475,
2072,rohan.parrish@intervieworg.com,Rohan X. Parrish,Rohan,Parrish,6,Staff Account Manager,FALSE,Paris,2/10/09,male,Sales / Saudi Arabia,2976,
523,elizabeth.lynch@intervieworg.com,Elizabeth R. Lynch,Elizabeth,Lynch,2,Architect-ⅠⅠ,FALSE,Beijing,4/11/15,,Commercial Architecture,3445,
2789,micheal.young@intervieworg.com,Micheal M. Young,Micheal,Young,1,Account Manager-Ⅰ,FALSE,Mountain View,5/5/16,male,Sales / Russia,3.45E+03,
1493,jewel.walls@intervieworg.com,Jewel C. Walls,Jewel,Walls,8,Sales / Elbonia Director,TRUE,Cairo,4/8/13,female,Sales / Elbonia,2980,
2529,salma.rowe@intervieworg.com,Salma K. Rowe,Salma,Rowe,2,Industrial Architecture Manager-ⅠⅠ,TRUE,Paris,9/18/15,,Industrial Architecture,343,
2515,lennox.rosales@intervieworg.com,Lennox A. Rosales,Lennox,Rosales,7,Residential Architecture Manager-ⅤⅠⅠ,TRUE,Paris,10/17/11,female,Residential Architecture,2063,
3926,alison.olsen@intervieworg.com,Alison L. Olsen,Alison,Olsen,5,Residential Architecture Manager-Ⅴ,TRUE,Paris,3/26/08,female,Residential Architecture,2554,
2186,arden.allen@intervieworg.com,Arden R. Allen,Arden,Allen,2,Industrial Architecture Manager-ⅠⅠ,TRUE,Paris,7/26/15,female,Industrial Architecture,1110,
2009,amira.ray@intervieworg.com,Amira U. Ray,Amira,Ray,5,Senior Account Manager,FALSE,Paris,5/22/08,female,Sales / Lugash,2548,
2956,ezequiel.oliver@intervieworg.com,Ezequiel C. Oliver,Ezequiel,Oliver,1,Industrial Architecture Manager-Ⅰ,TRUE,New York,10/1/17,,Industrial Architecture,2255,
881,celeste.welch@intervieworg.com,Celeste R. Welch,Celeste,Welch,2,Account Manager-ⅠⅠ,TRUE,Paris,2/6/16,,Sales / Mexico,100,
3568,korbin.graves@intervieworg.com,Korbin J. Graves,Korbin,Graves,6,Commercial Architecture Manager-ⅤⅠ,TRUE,Paris,8/12/17,,Commercial Architecture,482,
3816,reina.lutz@intervieworg.com,Reina W. Lutz,Reina,Lutz,1,Sales / UK Manager-Ⅰ,TRUE,Mountain View,7/1/16,,Sales / UK,754,
3318,adley.harvey@intervieworg.com,Adley X. Harvey,Adley,Harvey,4,Architect-IV,FALSE,New York,8/28/17,,Industrial Architecture,975,
401,frida.sandoval@intervieworg.com,Frida Z. Sandoval,Frida,Sandoval,1,Compliance Officer-Ⅰ,TRUE,Paris,5/11/16,,Building Safety,823,
1025,jayceon.duran@intervieworg.com,Jayceon K. Duran,Jayceon,Duran,5,Senior Account Manager,FALSE,Paris,1/26/16,male,Sales / Libya,1616,
1092,esteban.allen@intervieworg.com,Esteban F. Allen,Esteban,Allen,6,Staff Compliance Officer,FALSE,Paris,12/5/10,male,Building Safety,741,
3841,desiree.buchanan@intervieworg.com,Desiree D. Buchanan,Desiree,Buchanan,4,Account Manager-IV,FALSE,Mountain View,11/10/10,female,Sales / Russia,3386,
3583,nathaly.summers@intervieworg.com,Nathaly J. Summers,Nathaly,Summers,5,Sales / Libya Manager-Ⅴ,TRUE,Paris,12/18/10,female,Sales / Libya,3961,
859,marleigh.boyer@intervieworg.com,Marleigh U. Boyer,Marleigh,Boyer,6,Staff Architect,TRUE,Paris,11/22/13,female,Residential Architecture,1310,
1797,kamila.bowen@intervieworg.com,Kamila T. Bowen,Kamila,Bowen,6,Sales / Canada Manager-ⅤⅠ,TRUE,Paris,6/16/12,female,Sales / Canada,608,
579,journee.mccann@intervieworg.com,Journee E. Mccann,Journee,Mccann,5,Senior Architect,FALSE,Paris,9/11/10,female,Commercial Architecture,826,
2771,lailah.tran@intervieworg.com,Lailah I. Tran,Lailah,Tran,1,Account Manager-Ⅰ,FALSE,Mountain View,5/13/16,female,Sales / Russia,130,
2583,estelle.owens@intervieworg.com,Estelle W. Owens,Estelle,Owens,6,Staff Architect,FALSE,Beijing,11/16/09,female,Commercial Architecture,695,
601,reagan.figueroa@intervieworg.com,Reagan H. Figueroa,Reagan,Figueroa,5,Senior Account Manager,FALSE,Paris,12/19/13,male,Sales / Canada,3471,
2644,alina.ramirez@intervieworg.com,Alina N. Ramirez,Alina,Ramirez,5,Senior Account Manager,FALSE,Paris,1/19/12,female,Sales / Egypt,2306,
3789,ace.ryan@intervieworg.com,Ace Y. Ryan,Ace,Ryan,6,Industrial Architecture Manager-ⅤⅠ,TRUE,Paris,8/8/16,,Industrial Architecture,3962,
1036,lacey.norris@intervieworg.com,Lacey R. Norris,Lacey,Norris,2,Commercial Architecture Manager-ⅠⅠ,TRUE,Beijing,6/7/17,,Commercial Architecture,695,
2448,brenna.dyer@intervieworg.com,Brenna N. Dyer,Brenna,Dyer,2,Residential Architecture Manager-ⅠⅠ,TRUE,Paris,3/5/16,female,Residential Architecture,2309,
864,analia.hunter@intervieworg.com,Analia B. Hunter,Analia,Hunter,2,Compliance Officer-ⅠⅠ,FALSE,Paris,10/23/16,,Building Safety,1349,
163,aylin.moses@intervieworg.com,Aylin Z. Moses,Aylin,Moses,5,Senior Account Manager,FALSE,Paris,1/6/16,female,Sales / Libya,2094,
2815,kate.hartman@intervieworg.com,Kate F. Hartman,Kate,Hartman,3,Architect-ⅠⅠⅠ,FALSE,Paris,6/2/17,female,Residential Architecture,3448,
2094,allyson.knox@intervieworg.com,Allyson K. Knox,Allyson,Knox,5,Senior Account Manager,TRUE,Paris,2/9/13,female,Sales / Libya,1865,
3898,danielle.gardner@intervieworg.com,Danielle T. Gardner,Danielle,Gardner,7,Senior Staff Account Manager,TRUE,Paris,2/15/12,female,Sales / Kazakhstan,770,
3013,jadiel.gutierrez@intervieworg.com,Jadiel W. Gutierrez,Jadiel,Gutierrez,4,Sales / UK Manager-IV,TRUE,Paris,6/10/14,,Sales / UK,1039,
663,kaiya.palmer@intervieworg.com,Kaiya B. Palmer,Kaiya,Palmer,5,Residential Architecture Manager-Ⅴ,TRUE,Paris,3/4/12,,Residential Architecture,3948,
2363,oliver.valentine@intervieworg.com,Oliver P. Valentine,Oliver,Valentine,3,Account Manager-ⅠⅠⅠ,FALSE,Paris,12/14/17,male,Sales / Elbonia,2104,
2610,brodie.woods@intervieworg.com,Brodie H. Woods,Brodie,Woods,6,Staff Architect,TRUE,Paris,12/3/09,male,Industrial Architecture,2641,
117,ismael.acosta@intervieworg.com,Ismael B. Acosta,Ismael,Acosta,2,Residential Architecture Manager-ⅠⅠ,TRUE,Paris,1/18/18,,Residential Architecture,1883,
2634,ellen.rich@intervieworg.com,Ellen A. Rich,Ellen,Rich,2,Architect-ⅠⅠ,FALSE,Paris,9/24/17,,Residential Architecture,3391,
555,otto.hampton@intervieworg.com,Otto Q. Hampton,Otto,Hampton,2,Commercial Architecture Manager-ⅠⅠ,TRUE,Beijing,3/31/17,male,Commercial Architecture,2667,
1013,peyton.delacruz@intervieworg.com,Peyton D. Delacruz,Peyton,Delacruz,2,Sales / Mexico Manager-ⅠⅠ,TRUE,Paris,3/28/15,,Sales / Mexico,804,
3909,kyra.pratt@intervieworg.com,Kyra D. Pratt,Kyra,Pratt,5,Senior Architect,FALSE,Paris,7/7/15,female,Industrial Architecture,642,
3914,kai.lindsey@intervieworg.com,Kai K. Lindsey,Kai,Lindsey,6,Building Safety Manager-ⅤⅠ,TRUE,Paris,6/29/07,female,Building Safety,2589,
2306,douglas.hays@intervieworg.com,Douglas U. Hays,Douglas,Hays,5,Sales / Egypt Manager-Ⅴ,TRUE,Paris,1/27/17,male,Sales / Egypt,490,
1393,zoe.oneal@intervieworg.com,Zoe U. Oneal,Zoe,Oneal,5,Senior Architect,FALSE,Paris,2/12/15,,Residential Architecture,2721,
167,thomas.hammond@intervieworg.com,Thomas J. Hammond,Thomas,Hammond,5,Senior Account Manager,FALSE,Paris,4/14/15,male,Sales / Egypt,2266,
1867,alonzo.oneill@intervieworg.com,Alonzo N. Oneill,Alonzo,Oneill,6,Staff Architect,FALSE,New York,1/31/10,male,Industrial Architecture,3368,
1638,august.walsh@intervieworg.com,August E. Walsh,August,Walsh,2,Account Manager-ⅠⅠ,FALSE,Paris,8/22/17,male,Sales / Argentina,13,
3280,samantha.foster@intervieworg.com,Samantha S. Foster,Samantha,Foster,6,Staff Account Manager,FALSE,Paris,8/10/09,,Sales / Mexico,1126,
2019,elijah.whitney@intervieworg.com,Elijah G. Whitney,Elijah,Whitney,2,Architect-ⅠⅠ,TRUE,Paris,12/8/17,male,Commercial Architecture,1023,
3243,madeleine.stone@intervieworg.com,Madeleine C. Stone,Madeleine,Stone,5,Industrial Architecture Manager-Ⅴ,TRUE,Paris,1/28/16,female,Industrial Architecture,3,
42,donald.aguilar@intervieworg.com,Donald O. Aguilar,Donald,Aguilar,6,Staff Architect,FALSE,New York,9/18/17,male,Industrial Architecture,1615,
3763,ishaan.mcmillan@intervieworg.com,Ishaan T. Mcmillan,Ishaan,Mcmillan,5,Senior Architect,FALSE,Paris,3/13/09,,Residential Architecture,859,
2773,beatrice.richards@intervieworg.com,Beatrice K. Richards,Beatrice,Richards,6,Staff Architect,FALSE,Paris,7/9/13,female,Commercial Architecture,3925,
40,juelz.pierce@intervieworg.com,Juelz G. Pierce,Juelz,Pierce,1,Public Policy Manager-Ⅰ,TRUE,Paris,1/13/18,,Public Policy,222,
3686,elliott.murray@intervieworg.com,Elliott P. Murray,Elliott,Murray,2,Architect-ⅠⅠ,FALSE,Paris,8/10/16,female,Residential Architecture,1228,
897,brenden.harrington@intervieworg.com,Brenden E. Harrington,Brenden,Harrington,2,Account Manager-ⅠⅠ,TRUE,Paris,6/27/14,,Sales / China,1.75E+03,
2333,nico.moon@intervieworg.com,Nico P. Moon,Nico,Moon,5,Senior Architect,FALSE,Paris,7/27/14,male,Residential Architecture,2554,
3245,harvey.ali@intervieworg.com,Harvey B. Ali,Harvey,Ali,4,Building Safety Manager-IV,TRUE,Paris,12/16/13,,Building Safety,1906,
2135,alan.zhang@intervieworg.com,Alan S. Zhang,Alan,Zhang,1,Building Safety Manager-Ⅰ,TRUE,Paris,4/26/16,male,Building Safety,1173,
